"score_id"	"hgnc_symbol"	"grouping_id"	"study_id"	"description"	"ensembl_gene_id"	"ensembl_version"
"mense_hypoxia_up"	"C4orf3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000164096"	99
"mense_hypoxia_up"	"CDK19"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000155111"	99
"mense_hypoxia_up"	"CEBPB"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000172216"	99
"mense_hypoxia_up"	"CEBPD"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000221869"	99
"mense_hypoxia_up"	"CLK3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000179335"	99
"mense_hypoxia_up"	"CLPB"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000162129"	99
"mense_hypoxia_up"	"CTTN"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000085733"	99
"mense_hypoxia_up"	"DIDO1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000101191"	99
"mense_hypoxia_up"	"DPCD"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000166171"	99
"mense_hypoxia_up"	"EEF1AKMT3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000123427"	99
"mense_hypoxia_up"	"EGLN1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000135766"	99
"mense_hypoxia_up"	"ELL2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000118985"	99
"mense_hypoxia_up"	"ENO2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000111674"	99
"mense_hypoxia_up"	"ERICH1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000104714"	99
"mense_hypoxia_up"	"ERO1A"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000197930"	99
"mense_hypoxia_up"	"FAM110C"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000184731"	99
"mense_hypoxia_up"	"FAM13A"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000138640"	99
"mense_hypoxia_up"	"FAM162A"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000114023"	99
"mense_hypoxia_up"	"FOXD1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000251493"	99
"mense_hypoxia_up"	"FUT11"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000196968"	99
"mense_hypoxia_up"	"GADD45A"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000116717"	99
"mense_hypoxia_up"	"GBE1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000114480"	99
"mense_hypoxia_up"	"GNA13"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000120063"	99
"mense_hypoxia_up"	"GOSR2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000108433"	99
"mense_hypoxia_up"	"GPI"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000105220"	99
"mense_hypoxia_up"	"GPRIN3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000185477"	99
"mense_hypoxia_up"	"HCFC1R1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000103145"	99
"mense_hypoxia_up"	"HILPDA"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000135245"	99
"mense_hypoxia_up"	"HK2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000159399"	99
"mense_hypoxia_up"	"INSIG1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000186480"	99
"mense_hypoxia_up"	"INSIG2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000125629"	99
"mense_hypoxia_up"	"JMJD6"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000070495"	99
"mense_hypoxia_up"	"KDM3A"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000115548"	99
"mense_hypoxia_up"	"KDM4B"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000127663"	99
"mense_hypoxia_up"	"KDM4C"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000107077"	99
"mense_hypoxia_up"	"KIAA2013"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000116685"	99
"mense_hypoxia_up"	"KLF4"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000136826"	99
"mense_hypoxia_up"	"KLF7"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000118263"	99
"mense_hypoxia_up"	"KLHL24"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000114796"	99
"mense_hypoxia_up"	"LARP6"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000166173"	99
"mense_hypoxia_up"	"LCORL"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000178177"	99
"mense_hypoxia_up"	"LOX"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000113083"	99
"mense_hypoxia_up"	"MAFF"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000185022"	99
"mense_hypoxia_up"	"MED6"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000133997"	99
"mense_hypoxia_up"	"MIR210"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000199038"	99
"mense_hypoxia_up"	"MXI1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000119950"	99
"mense_hypoxia_up"	"NADSYN1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000172890"	99
"mense_hypoxia_up"	"NAMPT"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000105835"	99
"mense_hypoxia_up"	"NDRG1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000104419"	99
"mense_hypoxia_up"	"NFIL3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000165030"	99
"mense_hypoxia_up"	"OSMR"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000145623"	99
"mense_hypoxia_up"	"P4HA1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000122884"	99
"mense_hypoxia_up"	"P4HA2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000072682"	99
"mense_hypoxia_up"	"PDK1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000152256"	99
"mense_hypoxia_up"	"PEX13"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000162928"	99
"mense_hypoxia_up"	"PFKFB3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000170525"	99
"mense_hypoxia_up"	"PFKFB4"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000114268"	99
"mense_hypoxia_up"	"PGK1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000102144"	99
"mense_hypoxia_up"	"PLIN2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000147872"	99
"mense_hypoxia_up"	"PLOD2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000152952"	99
"mense_hypoxia_up"	"PPFIA4"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000143847"	99
"mense_hypoxia_up"	"PPP1R15A"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000087074"	99
"mense_hypoxia_up"	"PPP1R3C"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000119938"	99
"mense_hypoxia_up"	"PRPSAP1"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000161542"	99
"mense_hypoxia_up"	"RBPJ"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000168214"	99
"mense_hypoxia_up"	"RIOK3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000101782"	99
"mense_hypoxia_up"	"RNASE4"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000258818"	99
"mense_hypoxia_up"	"RORA"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000069667"	99
"mense_hypoxia_up"	"SCD"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000099194"	99
"mense_hypoxia_up"	"SERGEF"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000129158"	99
"mense_hypoxia_up"	"SLC2A3"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000059804"	99
"mense_hypoxia_up"	"SOD2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000112096"	99
"mense_hypoxia_up"	"SPAG4"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000061656"	99
"mense_hypoxia_up"	"STARD4"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000164211"	99
"mense_hypoxia_up"	"STC2"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000113739"	99
"mense_hypoxia_up"	"STK4"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000101109"	99
"mense_hypoxia_up"	"TC2N"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000165929"	99
"mense_hypoxia_up"	"THAP8"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000161277"	99
"mense_hypoxia_up"	"TIPARP"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000163659"	99
"mense_hypoxia_up"	"TMEM65"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000164983"	99
"mense_hypoxia_up"	"TSLP"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000145777"	99
"mense_hypoxia_up"	"VEGFA"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000112715"	99
"mense_hypoxia_up"	"WDR54"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000005448"	99
"mense_hypoxia_up"	"ZBTB25"	"MENSE_HYPOXIA_UP"	"MenseSM-16507782"	"msigdb::M11033,Hypoxia response genes up-regulated in both astrocytes and HeLa cell line,http://software.broadinstitute.org/gsea/msigdb/cards/MENSE_HYPOXIA_UP.html"	"ENSG00000089775"	99
"hallmark_inflammatory_response"	"ABCA1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000165029"	99
"hallmark_inflammatory_response"	"ABI1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000136754"	99
